,AL,BA,IT,XK,RS,sum
2024-01-14 13:00:00+00:00,89.0,1.0,601.0,74.0,0.0,765.0
2024-01-14 14:00:00+00:00,220.0,0.0,550.0,204.0,0.0,974.0
2024-01-14 15:00:00+00:00,123.0,0.0,597.0,234.0,0.0,954.0
2024-01-14 16:00:00+00:00,72.0,4.0,596.0,211.0,0.0,883.0
2024-01-14 17:00:00+00:00,94.0,2.0,593.0,218.0,0.0,907.0
2024-01-14 18:00:00+00:00,108.0,1.0,596.0,227.0,0.0,932.0
2024-01-14 19:00:00+00:00,98.0,2.0,596.0,216.0,0.0,912.0
2024-01-14 20:00:00+00:00,58.0,0.0,602.0,196.0,0.0,856.0
2024-01-14 21:00:00+00:00,168.0,0.0,602.0,228.0,0.0,998.0
2024-01-14 22:00:00+00:00,187.0,0.0,602.0,261.0,0.0,1050.0
2024-01-14 23:00:00+00:00,218.0,0.0,573.0,186.0,0.0,977.0
2024-01-15 00:00:00+00:00,190.0,0.0,592.0,110.0,0.0,892.0
2024-01-15 01:00:00+00:00,173.0,0.0,602.0,70.0,0.0,845.0
2024-01-15 02:00:00+00:00,186.0,0.0,602.0,71.0,0.0,859.0
