,BE,DE,UK,NO,DK,sum
2022-01-03 16:00:00+00:00,0.0,1354.75,0.0,493.0,490.0,1600.5
2022-01-03 17:00:00+00:00,0.0,1143.0,0.0,494.0,490.0,1389.0
2022-01-03 18:00:00+00:00,0.0,949.75,0.0,495.0,490.0,1196.0
2022-01-03 19:00:00+00:00,0.0,1456.5,0.0,503.0,495.0,1706.0
2022-01-03 20:00:00+00:00,0.0,1474.0,0.0,705.0,695.0,1824.0
2022-01-03 21:00:00+00:00,0.0,1536.25,0.0,705.0,700.0,1887.5
2022-01-03 22:00:00+00:00,0.0,1474.5,0.0,686.0,677.0,1815.25
2022-01-03 23:00:00+00:00,0.0,1515.0,0.0,350.0,688.0,1774.5
2022-01-04 00:00:00+00:00,0.0,1138.75,0.0,702.0,525.0,1445.5
2022-01-04 01:00:00+00:00,207.0,588.0,0.0,693.0,580.0,958.0
2022-01-04 02:00:00+00:00,737.0,848.25,0.0,409.0,133.0,1168.0
2022-01-04 03:00:00+00:00,831.0,759.5,0.0,128.0,204.0,1050.25
2022-01-04 04:00:00+00:00,1157.0,944.0,0.0,0.0,121.0,1263.5
2022-01-04 05:00:00+00:00,920.0,886.75,0.0,232.0,27.0,1181.5
2022-01-04 06:00:00+00:00,671.0,444.5,0.0,494.0,0.0,735.75
2022-01-04 07:00:00+00:00,336.0,1415.0,0.0,494.0,49.0,1634.75
2022-01-04 08:00:00+00:00,405.0,1405.25,0.0,494.0,357.0,1719.25
2022-01-04 09:00:00+00:00,341.0,1606.0,0.0,495.0,486.0,1936.5
2022-01-04 10:00:00+00:00,14.0,1085.0,68.25,494.0,490.0,1402.75
2022-01-04 11:00:00+00:00,0.0,1439.75,0.0,494.0,490.0,1685.75
2022-01-04 12:00:00+00:00,0.0,1137.75,304.25,494.0,490.0,1688.0
2022-01-04 13:00:00+00:00,0.0,1116.25,201.75,494.0,490.0,1564.0
2022-01-04 14:00:00+00:00,0.0,1343.25,0.0,494.0,490.0,1589.25
2022-01-04 15:00:00+00:00,0.0,1115.5,0.0,494.0,490.0,1361.5
2022-01-04 16:00:00+00:00,0.0,2064.0,0.0,494.0,490.0,2310.0
2022-01-04 17:00:00+00:00,0.0,1389.25,0.0,494.0,490.0,1635.25
2022-01-04 18:00:00+00:00,0.0,992.5,0.0,494.0,490.0,1238.5
2022-01-04 19:00:00+00:00,0.0,1243.75,0.0,503.0,495.0,1493.25
2022-01-04 20:00:00+00:00,0.0,1053.0,0.0,700.0,694.0,1401.5
2022-01-04 21:00:00+00:00,0.0,2553.0,0.0,583.0,700.0,2873.75
2022-01-04 22:00:00+00:00,0.0,1944.75,0.0,480.0,700.0,2239.75
2022-01-04 23:00:00+00:00,0.0,1662.5,0.0,108.0,700.0,1864.5
2022-01-05 00:00:00+00:00,0.0,1546.25,0.0,0.0,700.0,1721.25
2022-01-05 01:00:00+00:00,0.0,1775.75,0.0,0.0,700.0,1950.75
2022-01-05 02:00:00+00:00,0.0,1746.0,0.0,0.0,700.0,1921.0
2022-01-05 03:00:00+00:00,0.0,1662.0,0.0,0.0,700.0,1837.0
2022-01-05 04:00:00+00:00,0.0,1566.0,0.0,0.0,695.0,1739.75
2022-01-05 05:00:00+00:00,0.0,1682.5,0.0,228.0,496.0,1863.5
2022-01-05 06:00:00+00:00,0.0,1398.25,0.0,494.0,491.0,1644.5
2022-01-05 07:00:00+00:00,0.0,1366.5,0.0,495.0,490.0,1612.75
2022-01-05 08:00:00+00:00,0.0,1454.25,0.0,494.0,490.0,1700.25
2022-01-05 09:00:00+00:00,0.0,1520.5,0.0,494.0,490.0,1766.5
2022-01-05 10:00:00+00:00,0.0,1245.25,0.0,494.0,490.0,1491.25
2022-01-05 11:00:00+00:00,0.0,1039.0,0.0,494.0,490.0,1285.0
2022-01-05 12:00:00+00:00,0.0,925.75,0.0,494.0,490.0,1171.75
2022-01-05 13:00:00+00:00,0.0,1059.5,0.0,494.0,490.0,1305.5
2022-01-05 14:00:00+00:00,0.0,761.5,0.0,494.0,490.0,1007.5
2022-01-05 15:00:00+00:00,0.0,749.5,0.0,494.0,490.0,995.5
2022-01-05 16:00:00+00:00,0.0,1171.5,0.0,494.0,490.0,1417.5
2022-01-05 17:00:00+00:00,0.0,1611.5,0.0,494.0,490.0,1857.5
2022-01-05 18:00:00+00:00,0.0,1400.25,0.0,494.0,490.0,1646.25
2022-01-05 19:00:00+00:00,0.0,1843.0,0.0,504.0,495.0,2092.75
2022-01-05 20:00:00+00:00,0.0,1539.5,0.0,705.0,695.0,1889.5
2022-01-05 21:00:00+00:00,0.0,2333.75,0.0,705.0,700.0,2685.0
2022-01-05 22:00:00+00:00,0.0,2865.25,0.0,705.0,700.0,3216.5
2022-01-05 23:00:00+00:00,0.0,1821.0,0.0,704.0,700.0,2172.0
2022-01-06 00:00:00+00:00,0.0,1994.5,0.0,705.0,700.0,2345.75
2022-01-06 01:00:00+00:00,0.0,2379.5,0.0,705.0,700.0,2730.75
2022-01-06 02:00:00+00:00,0.0,2710.25,0.0,705.0,700.0,3061.5
2022-01-06 03:00:00+00:00,0.0,3149.25,0.0,704.0,700.0,3500.25
2022-01-06 04:00:00+00:00,0.0,3782.25,0.0,695.0,695.0,4129.75
2022-01-06 05:00:00+00:00,0.0,3209.0,0.0,494.0,496.0,3456.5
2022-01-06 06:00:00+00:00,0.0,2968.0,101.0,494.0,490.0,3315.0
2022-01-06 07:00:00+00:00,0.0,3481.5,101.25,494.0,490.0,3828.75
2022-01-06 08:00:00+00:00,0.0,3186.75,350.5,494.0,490.0,3783.25
2022-01-06 09:00:00+00:00,0.0,2685.75,114.75,494.0,484.0,3045.0
2022-01-06 10:00:00+00:00,0.0,2003.5,0.0,485.0,259.0,2189.5
2022-01-06 11:00:00+00:00,0.0,1172.75,0.0,260.0,100.0,1262.75
2022-01-06 12:00:00+00:00,0.0,702.25,0.0,0.0,88.0,724.25
2022-01-06 13:00:00+00:00,0.0,621.5,0.0,0.0,0.0,621.5
2022-01-06 14:00:00+00:00,0.0,546.75,0.0,0.0,224.0,602.75
2022-01-06 15:00:00+00:00,0.0,617.5,0.0,0.0,288.0,689.5
2022-01-06 16:00:00+00:00,0.0,123.5,0.0,0.0,462.0,239.0
2022-01-06 17:00:00+00:00,0.0,488.25,0.0,0.0,184.0,534.25
2022-01-06 18:00:00+00:00,0.0,2023.75,0.0,12.0,0.0,2026.75
2022-01-06 19:00:00+00:00,0.0,2227.0,0.0,313.0,149.0,2342.5
2022-01-06 20:00:00+00:00,0.0,1758.5,0.0,700.0,529.0,2065.75
2022-01-06 21:00:00+00:00,0.0,1625.25,0.0,704.0,692.0,1974.25
2022-01-06 22:00:00+00:00,0.0,1528.5,0.0,690.0,561.0,1841.25
2022-01-06 23:00:00+00:00,0.0,1760.25,0.0,370.0,539.0,1987.5
2022-01-07 00:00:00+00:00,0.0,1740.5,0.0,55.0,646.0,1915.75
2022-01-07 01:00:00+00:00,0.0,1394.25,0.0,0.0,688.0,1566.25
2022-01-07 02:00:00+00:00,0.0,1585.5,0.0,0.0,622.0,1741.0
2022-01-07 03:00:00+00:00,0.0,1379.75,0.0,0.0,698.0,1554.25
2022-01-07 04:00:00+00:00,0.0,1395.5,0.0,13.0,693.0,1572.0
2022-01-07 05:00:00+00:00,0.0,1007.75,0.0,328.0,397.0,1189.0
2022-01-07 06:00:00+00:00,0.0,1175.5,0.0,494.0,487.0,1420.75
2022-01-07 07:00:00+00:00,0.0,1351.25,0.0,494.0,490.0,1597.25
2022-01-07 08:00:00+00:00,0.0,1438.25,0.0,494.0,490.0,1684.25
2022-01-07 09:00:00+00:00,0.0,1513.5,0.0,492.0,490.0,1759.0
2022-01-07 10:00:00+00:00,0.0,1201.25,0.0,424.0,490.0,1429.75
2022-01-07 11:00:00+00:00,0.0,1033.75,0.0,424.0,490.0,1262.25
2022-01-07 12:00:00+00:00,0.0,866.75,0.0,423.0,490.0,1095.0
2022-01-07 13:00:00+00:00,0.0,804.0,0.0,401.0,490.0,1026.75
2022-01-07 14:00:00+00:00,0.0,1214.75,0.0,424.0,490.0,1443.25
2022-01-07 15:00:00+00:00,0.0,1252.25,0.0,427.0,490.0,1481.5
2022-01-07 16:00:00+00:00,0.0,1408.25,0.0,494.0,490.0,1654.25
2022-01-07 17:00:00+00:00,0.0,2290.5,0.0,494.0,488.0,2536.0
2022-01-07 18:00:00+00:00,0.0,3392.0,0.0,494.0,392.0,3613.5
2022-01-07 19:00:00+00:00,0.0,3564.5,0.0,503.0,433.0,3798.5
2022-01-07 20:00:00+00:00,0.0,2890.0,0.0,705.0,693.0,3239.5
2022-01-07 21:00:00+00:00,0.0,1915.5,0.0,705.0,700.0,2266.75
2022-01-07 22:00:00+00:00,0.0,1716.5,0.0,705.0,700.0,2067.75
2022-01-07 23:00:00+00:00,0.0,2635.25,0.0,704.0,700.0,2986.25
2022-01-08 00:00:00+00:00,0.0,2522.75,0.0,704.0,700.0,2873.75
2022-01-08 01:00:00+00:00,0.0,3095.0,0.0,704.0,700.0,3446.0
2022-01-08 02:00:00+00:00,0.0,3515.5,0.0,705.0,700.0,3866.75
2022-01-08 03:00:00+00:00,0.0,3030.5,0.0,705.0,700.0,3381.75
2022-01-08 04:00:00+00:00,0.0,2571.25,0.0,704.0,700.0,2922.25
2022-01-08 05:00:00+00:00,0.0,3015.5,0.0,703.0,700.0,3366.25
2022-01-08 06:00:00+00:00,0.0,2359.0,0.0,704.0,700.0,2710.0
2022-01-08 07:00:00+00:00,0.0,1544.25,0.0,703.0,700.0,1895.0
2022-01-08 08:00:00+00:00,0.0,1147.75,0.0,704.0,700.0,1498.75
2022-01-08 09:00:00+00:00,0.0,1148.75,0.0,703.0,700.0,1499.5
2022-01-08 10:00:00+00:00,0.0,991.25,0.0,704.0,700.0,1342.25
2022-01-08 11:00:00+00:00,0.0,1203.75,0.0,704.0,700.0,1554.75
2022-01-08 12:00:00+00:00,0.0,1455.0,0.0,704.0,700.0,1806.0
2022-01-08 13:00:00+00:00,0.0,1518.0,0.0,703.0,700.0,1868.75
2022-01-08 14:00:00+00:00,0.0,1533.25,0.0,704.0,674.0,1877.75
2022-01-08 15:00:00+00:00,0.0,1629.5,0.0,704.0,579.0,1950.25
2022-01-08 16:00:00+00:00,0.0,1505.5,0.0,704.0,673.0,1849.75
2022-01-08 17:00:00+00:00,0.0,1447.75,0.0,703.0,698.0,1798.0
2022-01-08 18:00:00+00:00,0.0,1485.25,0.0,703.0,656.0,1825.0
2022-01-08 19:00:00+00:00,0.0,1335.5,0.0,704.0,699.0,1686.25
2022-01-08 20:00:00+00:00,61.0,1348.5,0.0,704.0,700.0,1714.75
2022-01-08 21:00:00+00:00,10.0,1243.5,0.0,704.0,700.0,1597.0
2022-01-08 22:00:00+00:00,0.0,1359.75,0.0,656.0,700.0,1698.75
2022-01-08 23:00:00+00:00,330.0,1388.0,0.0,109.0,700.0,1672.75
2022-01-09 00:00:00+00:00,652.0,1394.5,0.0,0.0,699.0,1732.25
2022-01-09 01:00:00+00:00,531.0,1250.5,0.0,0.0,681.0,1553.5
2022-01-09 02:00:00+00:00,1066.0,1014.0,0.0,0.0,545.0,1416.75
2022-01-09 03:00:00+00:00,776.0,833.5,0.0,0.0,378.0,1122.0
2022-01-09 04:00:00+00:00,775.0,614.75,0.0,0.0,681.0,978.75
2022-01-09 05:00:00+00:00,804.0,869.0,0.0,0.0,699.0,1244.75
2022-01-09 06:00:00+00:00,147.0,1023.75,0.0,0.0,700.0,1235.5
2022-01-09 07:00:00+00:00,0.0,1449.25,0.0,217.0,691.0,1676.25
2022-01-09 08:00:00+00:00,0.0,1015.75,0.0,696.0,700.0,1364.75
2022-01-09 09:00:00+00:00,0.0,2503.75,0.0,704.0,700.0,2854.75
2022-01-09 10:00:00+00:00,0.0,2953.25,0.0,704.0,700.0,3304.25
2022-01-09 11:00:00+00:00,0.0,2653.5,0.0,704.0,700.0,3004.5
2022-01-09 12:00:00+00:00,0.0,1204.25,0.0,704.0,700.0,1555.25
2022-01-09 13:00:00+00:00,0.0,1230.5,0.0,704.0,700.0,1581.5
2022-01-09 14:00:00+00:00,0.0,1585.25,0.0,703.0,700.0,1936.0
2022-01-09 15:00:00+00:00,0.0,873.0,0.0,704.0,699.0,1223.75
2022-01-09 16:00:00+00:00,0.0,745.5,0.0,704.0,656.0,1085.5
2022-01-09 17:00:00+00:00,0.0,514.75,0.0,704.0,699.0,865.5
2022-01-09 18:00:00+00:00,0.0,393.0,0.0,705.0,700.0,744.25
2022-01-09 19:00:00+00:00,0.0,427.0,0.0,705.0,700.0,778.25
2022-01-09 20:00:00+00:00,0.0,696.75,0.0,704.0,700.0,1047.75
2022-01-09 21:00:00+00:00,0.0,807.5,0.0,704.0,700.0,1158.5
2022-01-09 22:00:00+00:00,0.0,1722.75,0.0,704.0,700.0,2073.75
2022-01-09 23:00:00+00:00,0.0,1911.75,0.0,704.0,700.0,2262.75
2022-01-10 00:00:00+00:00,0.0,2238.75,0.0,704.0,700.0,2589.75
2022-01-10 01:00:00+00:00,0.0,2100.25,0.0,705.0,700.0,2451.5
2022-01-10 02:00:00+00:00,54.0,1440.0,0.0,705.0,700.0,1804.75
2022-01-10 03:00:00+00:00,606.0,660.0,0.0,704.0,700.0,1162.5
2022-01-10 04:00:00+00:00,523.0,28.25,162.25,696.0,695.0,669.0
2022-01-10 05:00:00+00:00,935.0,0.0,650.75,494.0,490.0,1130.5
2022-01-10 06:00:00+00:00,1189.0,0.0,794.0,494.0,254.0,1278.25
2022-01-10 07:00:00+00:00,990.0,0.0,304.25,494.0,209.0,727.5
2022-01-10 08:00:00+00:00,942.0,0.0,221.25,494.0,327.0,662.0
2022-01-10 09:00:00+00:00,750.0,0.0,0.0,494.0,301.0,386.25
2022-01-10 10:00:00+00:00,324.0,0.0,101.0,494.0,395.0,404.25
2022-01-10 11:00:00+00:00,160.0,0.0,93.0,494.0,425.0,362.75
2022-01-10 12:00:00+00:00,265.0,0.0,0.0,494.0,479.0,309.5
2022-01-10 13:00:00+00:00,452.0,0.0,0.0,494.0,319.0,316.25
2022-01-10 14:00:00+00:00,851.0,0.0,6.0,494.0,436.0,451.25
2022-01-10 15:00:00+00:00,1082.0,0.0,311.25,494.0,488.0,827.25
2022-01-10 16:00:00+00:00,1357.0,0.0,0.0,494.0,489.0,585.0
2022-01-10 17:00:00+00:00,423.0,0.0,0.0,494.0,489.0,351.5
2022-01-10 18:00:00+00:00,289.0,0.0,244.0,494.0,488.0,561.75
2022-01-10 19:00:00+00:00,29.0,0.0,167.75,503.0,426.0,407.25
2022-01-10 20:00:00+00:00,689.0,0.0,0.0,705.0,450.0,461.0
2022-01-10 21:00:00+00:00,0.0,0.0,655.5,705.0,693.0,1005.0
2022-01-10 22:00:00+00:00,0.0,0.0,694.0,704.0,700.0,1045.0
2022-01-10 23:00:00+00:00,0.0,0.0,0.0,705.0,700.0,351.25
2022-01-11 00:00:00+00:00,0.0,0.0,0.0,704.0,700.0,351.0
2022-01-11 01:00:00+00:00,0.0,17.0,0.0,704.0,700.0,368.0
2022-01-11 02:00:00+00:00,0.0,99.75,0.0,703.0,700.0,450.5
2022-01-11 03:00:00+00:00,0.0,61.0,0.0,703.0,700.0,411.75
2022-01-11 04:00:00+00:00,0.0,0.0,0.0,694.0,695.0,347.25
2022-01-11 05:00:00+00:00,0.0,0.0,393.5,494.0,496.0,641.0
2022-01-11 06:00:00+00:00,0.0,0.0,868.0,494.0,490.0,1114.0
2022-01-11 07:00:00+00:00,0.0,0.0,1043.75,494.0,490.0,1289.75
2022-01-11 08:00:00+00:00,0.0,0.0,609.75,494.0,490.0,855.75
2022-01-11 09:00:00+00:00,0.0,0.0,0.0,494.0,490.0,246.0
2022-01-11 10:00:00+00:00,0.0,101.75,0.0,494.0,490.0,347.75
2022-01-11 11:00:00+00:00,0.0,109.25,0.0,494.0,490.0,355.25
2022-01-11 12:00:00+00:00,0.0,65.5,0.0,494.0,490.0,311.5
2022-01-11 13:00:00+00:00,0.0,17.25,0.0,494.0,490.0,263.25
2022-01-11 14:00:00+00:00,0.0,0.5,0.0,494.0,490.0,246.5
2022-01-11 15:00:00+00:00,0.0,0.0,0.0,494.0,490.0,246.0
2022-01-11 16:00:00+00:00,0.0,24.0,0.0,494.0,490.0,270.0
2022-01-11 17:00:00+00:00,0.0,75.25,0.0,494.0,490.0,321.25
2022-01-11 18:00:00+00:00,0.0,5.5,0.0,494.0,490.0,251.5
2022-01-11 19:00:00+00:00,0.0,2.25,0.0,503.0,495.0,251.75
2022-01-11 20:00:00+00:00,0.0,202.0,0.0,704.0,695.0,551.75
2022-01-11 21:00:00+00:00,0.0,11.0,0.0,705.0,700.0,362.25
2022-01-11 22:00:00+00:00,0.0,70.75,0.0,704.0,700.0,421.75
2022-01-11 23:00:00+00:00,0.0,56.25,0.0,705.0,700.0,407.5
2022-01-12 00:00:00+00:00,0.0,0.75,0.0,704.0,700.0,351.75
2022-01-12 01:00:00+00:00,0.0,0.0,0.0,704.0,700.0,351.0
2022-01-12 02:00:00+00:00,0.0,0.0,0.0,704.0,700.0,351.0
2022-01-12 03:00:00+00:00,0.0,0.0,100.0,704.0,700.0,451.0
2022-01-12 04:00:00+00:00,0.0,0.0,533.0,695.0,695.0,880.5
2022-01-12 05:00:00+00:00,0.0,0.0,814.0,494.0,495.0,1061.25
2022-01-12 06:00:00+00:00,0.0,0.0,1043.75,494.0,490.0,1289.75
2022-01-12 07:00:00+00:00,0.0,0.0,1043.5,494.0,490.0,1289.5
2022-01-12 08:00:00+00:00,0.0,0.0,752.0,494.0,490.0,998.0
2022-01-12 09:00:00+00:00,0.0,306.0,676.0,494.0,490.0,1228.0
2022-01-12 10:00:00+00:00,0.0,154.5,649.0,494.0,490.0,1049.5
2022-01-12 11:00:00+00:00,0.0,0.0,1022.75,494.0,490.0,1268.75
2022-01-12 12:00:00+00:00,0.0,0.0,932.5,494.0,490.0,1178.5
2022-01-12 13:00:00+00:00,0.0,0.0,946.25,494.0,490.0,1192.25
2022-01-12 14:00:00+00:00,0.0,26.25,712.75,494.0,490.0,985.0
2022-01-12 15:00:00+00:00,0.0,340.75,428.25,495.0,490.0,1015.25
2022-01-12 16:00:00+00:00,0.0,483.0,272.25,494.0,490.0,1001.25
2022-01-12 17:00:00+00:00,0.0,674.75,0.0,495.0,490.0,921.0
2022-01-12 18:00:00+00:00,0.0,162.25,0.0,494.0,490.0,408.25
2022-01-12 19:00:00+00:00,0.0,69.5,0.0,503.0,495.0,319.0
2022-01-12 20:00:00+00:00,0.0,1723.25,0.0,705.0,695.0,2073.25
2022-01-12 21:00:00+00:00,0.0,1610.25,0.0,705.0,700.0,1961.5
2022-01-12 22:00:00+00:00,0.0,1618.75,0.0,705.0,700.0,1970.0
2022-01-12 23:00:00+00:00,0.0,1867.75,0.0,704.0,700.0,2218.75
2022-01-13 00:00:00+00:00,0.0,1894.5,0.0,703.0,700.0,2245.25
2022-01-13 01:00:00+00:00,0.0,1614.25,0.0,703.0,700.0,1965.0
2022-01-13 02:00:00+00:00,0.0,1378.0,0.0,704.0,700.0,1729.0
2022-01-13 03:00:00+00:00,0.0,1276.75,0.0,703.0,700.0,1627.5
2022-01-13 04:00:00+00:00,0.0,1163.5,0.0,695.0,695.0,1511.0
2022-01-13 05:00:00+00:00,0.0,1282.5,0.0,494.0,496.0,1530.0
2022-01-13 06:00:00+00:00,0.0,1481.25,0.0,494.0,490.0,1727.25
2022-01-13 07:00:00+00:00,0.0,1703.75,0.0,494.0,490.0,1949.75
2022-01-13 08:00:00+00:00,0.0,2042.5,0.0,494.0,490.0,2288.5
2022-01-13 09:00:00+00:00,0.0,1548.0,0.0,494.0,490.0,1794.0
2022-01-13 10:00:00+00:00,0.0,1214.25,0.0,494.0,490.0,1460.25
2022-01-13 11:00:00+00:00,0.0,1238.75,0.0,494.0,490.0,1484.75
2022-01-13 12:00:00+00:00,0.0,964.25,0.0,495.0,490.0,1210.5
2022-01-13 13:00:00+00:00,0.0,603.5,0.0,494.0,490.0,849.5
2022-01-13 14:00:00+00:00,0.0,451.0,0.0,494.0,490.0,697.0
2022-01-13 15:00:00+00:00,0.0,1324.75,0.0,494.0,490.0,1570.75
2022-01-13 16:00:00+00:00,0.0,1395.5,0.0,494.0,490.0,1641.5
2022-01-13 17:00:00+00:00,0.0,1856.0,0.0,494.0,490.0,2102.0
2022-01-13 18:00:00+00:00,0.0,1997.75,0.0,494.0,490.0,2243.75
2022-01-13 19:00:00+00:00,0.0,2133.0,0.0,503.0,495.0,2382.5
2022-01-13 20:00:00+00:00,0.0,1802.0,0.0,705.0,695.0,2152.0
2022-01-13 21:00:00+00:00,0.0,1536.25,0.0,705.0,700.0,1887.5
2022-01-13 22:00:00+00:00,0.0,1665.5,0.0,705.0,700.0,2016.75
2022-01-13 23:00:00+00:00,0.0,1803.5,0.0,704.0,700.0,2154.5
2022-01-14 00:00:00+00:00,0.0,1906.0,0.0,704.0,700.0,2257.0
2022-01-14 01:00:00+00:00,0.0,1731.0,0.0,704.0,700.0,2082.0
2022-01-14 02:00:00+00:00,0.0,1475.5,0.0,705.0,700.0,1826.75
2022-01-14 03:00:00+00:00,0.0,1377.75,0.0,705.0,700.0,1729.0
2022-01-14 04:00:00+00:00,0.0,1297.75,0.0,696.0,695.0,1645.5
2022-01-14 05:00:00+00:00,0.0,1288.25,0.0,494.0,496.0,1535.75
2022-01-14 06:00:00+00:00,0.0,1612.75,0.0,494.0,490.0,1858.75
2022-01-14 07:00:00+00:00,0.0,1714.5,0.0,494.0,490.0,1960.5
2022-01-14 08:00:00+00:00,0.0,2025.25,0.0,494.0,490.0,2271.25
2022-01-14 09:00:00+00:00,0.0,2019.5,0.0,494.0,490.0,2265.5
2022-01-14 10:00:00+00:00,0.0,1660.25,0.0,494.0,490.0,1906.25
2022-01-14 11:00:00+00:00,0.0,2006.5,0.0,494.0,490.0,2252.5
2022-01-14 12:00:00+00:00,0.0,2265.25,0.0,494.0,490.0,2511.25
2022-01-14 13:00:00+00:00,0.0,2111.5,0.0,494.0,490.0,2357.5
2022-01-14 14:00:00+00:00,0.0,1257.0,0.0,494.0,490.0,1503.0
2022-01-14 15:00:00+00:00,0.0,998.25,0.0,494.0,490.0,1244.25
