,AL,BG,TR,IT,MK,sum
2022-01-03 20:00:00+00:00,0.0,395.0,684.0,0.0,43.0,1122.0
2022-01-03 21:00:00+00:00,0.0,399.0,641.0,245.0,4.0,1289.0
2022-01-03 22:00:00+00:00,0.0,415.0,606.0,439.0,38.0,1498.0
2022-01-03 23:00:00+00:00,0.0,469.0,569.0,490.0,193.0,1721.0
2022-01-04 00:00:00+00:00,0.0,464.0,570.0,490.0,244.0,1768.0
2022-01-04 01:00:00+00:00,6.0,467.0,586.0,490.0,284.0,1833.0
2022-01-04 02:00:00+00:00,11.0,467.0,523.0,419.0,302.0,1722.0
2022-01-04 03:00:00+00:00,4.0,458.0,608.0,489.0,284.0,1843.0
2022-01-04 04:00:00+00:00,3.0,423.0,627.0,347.0,238.0,1638.0
2022-01-04 05:00:00+00:00,15.0,391.0,644.0,491.0,262.0,1803.0
2022-01-04 06:00:00+00:00,4.0,245.0,490.0,491.0,92.0,1322.0
2022-01-04 07:00:00+00:00,0.0,136.0,393.0,388.0,0.0,917.0
2022-01-04 08:00:00+00:00,0.0,147.0,394.0,0.0,0.0,541.0
2022-01-04 09:00:00+00:00,0.0,158.0,412.0,0.0,0.0,570.0
2022-01-04 10:00:00+00:00,0.0,152.0,410.0,0.0,0.0,562.0
2022-01-04 11:00:00+00:00,0.0,180.0,430.0,0.0,0.0,610.0
2022-01-04 12:00:00+00:00,0.0,149.0,375.0,0.0,0.0,524.0
2022-01-04 13:00:00+00:00,0.0,150.0,370.0,0.0,0.0,520.0
2022-01-04 14:00:00+00:00,0.0,145.0,392.0,45.0,0.0,582.0
2022-01-04 15:00:00+00:00,1.0,199.0,380.0,123.0,2.0,705.0
2022-01-04 16:00:00+00:00,0.0,261.0,436.0,170.0,4.0,871.0
2022-01-04 17:00:00+00:00,0.0,355.0,531.0,0.0,104.0,990.0
2022-01-04 18:00:00+00:00,26.0,437.0,599.0,0.0,243.0,1305.0
2022-01-04 19:00:00+00:00,0.0,453.0,666.0,0.0,176.0,1295.0
2022-01-04 20:00:00+00:00,0.0,439.0,662.0,0.0,66.0,1167.0
2022-01-04 21:00:00+00:00,0.0,449.0,622.0,73.0,72.0,1216.0
2022-01-04 22:00:00+00:00,0.0,466.0,588.0,0.0,109.0,1163.0
2022-01-04 23:00:00+00:00,0.0,480.0,600.0,225.0,125.0,1430.0
2022-01-05 00:00:00+00:00,0.0,488.0,595.0,478.0,172.0,1733.0
2022-01-05 01:00:00+00:00,1.0,496.0,557.0,116.0,244.0,1414.0
2022-01-05 02:00:00+00:00,1.0,467.0,567.0,0.0,225.0,1260.0
2022-01-05 03:00:00+00:00,2.0,450.0,568.0,0.0,224.0,1244.0
2022-01-05 04:00:00+00:00,16.0,419.0,557.0,0.0,229.0,1221.0
2022-01-05 05:00:00+00:00,35.0,374.0,532.0,0.0,249.0,1190.0
2022-01-05 06:00:00+00:00,4.0,285.0,493.0,0.0,92.0,874.0
2022-01-05 07:00:00+00:00,0.0,262.0,499.0,0.0,5.0,766.0
2022-01-05 08:00:00+00:00,0.0,230.0,460.0,0.0,0.0,690.0
2022-01-05 09:00:00+00:00,0.0,194.0,420.0,0.0,0.0,614.0
2022-01-05 10:00:00+00:00,0.0,183.0,389.0,0.0,0.0,572.0
2022-01-05 11:00:00+00:00,0.0,141.0,349.0,0.0,0.0,490.0
2022-01-05 12:00:00+00:00,0.0,154.0,358.0,0.0,0.0,512.0
2022-01-05 13:00:00+00:00,0.0,210.0,425.0,0.0,0.0,635.0
2022-01-05 14:00:00+00:00,0.0,241.0,492.0,0.0,0.0,733.0
2022-01-05 15:00:00+00:00,0.0,247.0,501.0,0.0,1.0,749.0
2022-01-05 16:00:00+00:00,0.0,296.0,497.0,0.0,14.0,807.0
2022-01-05 17:00:00+00:00,0.0,330.0,516.0,0.0,58.0,904.0
2022-01-05 18:00:00+00:00,0.0,314.0,507.0,0.0,22.0,843.0
2022-01-05 19:00:00+00:00,0.0,328.0,532.0,0.0,10.0,870.0
2022-01-05 20:00:00+00:00,0.0,393.0,620.0,0.0,30.0,1043.0
2022-01-05 21:00:00+00:00,0.0,442.0,631.0,0.0,85.0,1158.0
2022-01-05 22:00:00+00:00,0.0,460.0,611.0,0.0,86.0,1157.0
2022-01-05 23:00:00+00:00,0.0,392.0,504.0,0.0,94.0,990.0
2022-01-06 00:00:00+00:00,2.0,401.0,500.0,0.0,164.0,1067.0
2022-01-06 01:00:00+00:00,25.0,414.0,523.0,0.0,209.0,1171.0
2022-01-06 02:00:00+00:00,8.0,353.0,469.0,0.0,151.0,981.0
2022-01-06 03:00:00+00:00,17.0,346.0,415.0,0.0,182.0,960.0
2022-01-06 04:00:00+00:00,0.0,283.0,336.0,0.0,63.0,682.0
2022-01-06 05:00:00+00:00,1.0,188.0,357.0,0.0,40.0,586.0
2022-01-06 06:00:00+00:00,0.0,52.0,343.0,0.0,0.0,395.0
2022-01-06 07:00:00+00:00,0.0,0.0,237.0,0.0,0.0,237.0
2022-01-06 08:00:00+00:00,0.0,0.0,238.0,0.0,0.0,238.0
2022-01-06 09:00:00+00:00,0.0,0.0,346.0,0.0,0.0,346.0
2022-01-06 10:00:00+00:00,0.0,11.0,342.0,0.0,0.0,353.0
2022-01-06 11:00:00+00:00,0.0,64.0,382.0,0.0,0.0,446.0
2022-01-06 12:00:00+00:00,0.0,18.0,359.0,0.0,0.0,377.0
2022-01-06 13:00:00+00:00,0.0,21.0,297.0,0.0,0.0,318.0
2022-01-06 14:00:00+00:00,0.0,0.0,233.0,0.0,0.0,233.0
2022-01-06 15:00:00+00:00,0.0,0.0,209.0,0.0,0.0,209.0
2022-01-06 16:00:00+00:00,0.0,0.0,254.0,0.0,0.0,254.0
2022-01-06 17:00:00+00:00,0.0,4.0,188.0,0.0,0.0,192.0
2022-01-06 18:00:00+00:00,0.0,35.0,271.0,0.0,0.0,306.0
2022-01-06 19:00:00+00:00,0.0,172.0,366.0,0.0,1.0,539.0
2022-01-06 20:00:00+00:00,0.0,196.0,396.0,0.0,0.0,592.0
2022-01-06 21:00:00+00:00,1.0,271.0,448.0,0.0,30.0,750.0
2022-01-06 22:00:00+00:00,0.0,300.0,465.0,0.0,37.0,802.0
2022-01-06 23:00:00+00:00,23.0,341.0,638.0,0.0,118.0,1120.0
2022-01-07 00:00:00+00:00,5.0,357.0,708.0,0.0,134.0,1204.0
2022-01-07 01:00:00+00:00,79.0,358.0,618.0,0.0,247.0,1302.0
2022-01-07 02:00:00+00:00,99.0,337.0,621.0,0.0,278.0,1335.0
2022-01-07 03:00:00+00:00,122.0,327.0,605.0,0.0,290.0,1344.0
2022-01-07 04:00:00+00:00,156.0,283.0,577.0,0.0,295.0,1311.0
2022-01-07 05:00:00+00:00,110.0,266.0,616.0,0.0,307.0,1299.0
2022-01-07 06:00:00+00:00,81.0,230.0,584.0,0.0,291.0,1186.0
2022-01-07 07:00:00+00:00,96.0,202.0,555.0,0.0,228.0,1081.0
2022-01-07 08:00:00+00:00,105.0,238.0,567.0,0.0,259.0,1169.0
2022-01-07 09:00:00+00:00,83.0,252.0,605.0,0.0,228.0,1168.0
2022-01-07 10:00:00+00:00,61.0,327.0,510.0,0.0,277.0,1175.0
2022-01-07 11:00:00+00:00,104.0,322.0,489.0,236.0,318.0,1469.0
2022-01-07 12:00:00+00:00,102.0,302.0,489.0,121.0,308.0,1322.0
2022-01-07 13:00:00+00:00,115.0,304.0,462.0,79.0,317.0,1277.0
2022-01-07 14:00:00+00:00,115.0,298.0,450.0,0.0,295.0,1158.0
2022-01-07 15:00:00+00:00,46.0,292.0,467.0,0.0,204.0,1009.0
2022-01-07 16:00:00+00:00,31.0,286.0,444.0,0.0,172.0,933.0
2022-01-07 17:00:00+00:00,6.0,327.0,470.0,0.0,211.0,1014.0
2022-01-07 18:00:00+00:00,40.0,371.0,524.0,0.0,263.0,1198.0
2022-01-07 19:00:00+00:00,0.0,333.0,518.0,0.0,143.0,994.0
2022-01-07 20:00:00+00:00,0.0,358.0,597.0,0.0,23.0,978.0
2022-01-07 21:00:00+00:00,0.0,415.0,658.0,0.0,104.0,1177.0
2022-01-07 22:00:00+00:00,0.0,414.0,672.0,81.0,68.0,1235.0
2022-01-07 23:00:00+00:00,0.0,444.0,640.0,376.0,98.0,1558.0
2022-01-08 00:00:00+00:00,0.0,495.0,656.0,492.0,222.0,1865.0
2022-01-08 01:00:00+00:00,0.0,483.0,644.0,492.0,231.0,1850.0
2022-01-08 02:00:00+00:00,2.0,476.0,638.0,190.0,262.0,1568.0
2022-01-08 03:00:00+00:00,6.0,479.0,632.0,20.0,289.0,1426.0
2022-01-08 04:00:00+00:00,1.0,470.0,666.0,0.0,251.0,1388.0
2022-01-08 05:00:00+00:00,0.0,424.0,602.0,0.0,212.0,1238.0
2022-01-08 06:00:00+00:00,25.0,398.0,593.0,0.0,223.0,1239.0
2022-01-08 07:00:00+00:00,2.0,389.0,610.0,0.0,161.0,1162.0
2022-01-08 08:00:00+00:00,0.0,374.0,643.0,5.0,58.0,1080.0
2022-01-08 09:00:00+00:00,0.0,391.0,663.0,476.0,53.0,1583.0
2022-01-08 10:00:00+00:00,0.0,409.0,706.0,491.0,74.0,1680.0
2022-01-08 11:00:00+00:00,0.0,416.0,725.0,491.0,93.0,1725.0
2022-01-08 12:00:00+00:00,0.0,415.0,717.0,491.0,103.0,1726.0
2022-01-08 13:00:00+00:00,0.0,401.0,705.0,491.0,109.0,1706.0
2022-01-08 14:00:00+00:00,0.0,394.0,706.0,484.0,66.0,1650.0
2022-01-08 15:00:00+00:00,0.0,372.0,646.0,62.0,62.0,1142.0
2022-01-08 16:00:00+00:00,0.0,368.0,639.0,0.0,61.0,1068.0
2022-01-08 17:00:00+00:00,0.0,377.0,655.0,0.0,88.0,1120.0
2022-01-08 18:00:00+00:00,0.0,377.0,661.0,0.0,71.0,1109.0
2022-01-08 19:00:00+00:00,0.0,381.0,641.0,0.0,110.0,1132.0
2022-01-08 20:00:00+00:00,0.0,370.0,637.0,0.0,50.0,1057.0
2022-01-08 21:00:00+00:00,0.0,397.0,683.0,300.0,11.0,1391.0
2022-01-08 22:00:00+00:00,0.0,407.0,669.0,487.0,21.0,1584.0
2022-01-08 23:00:00+00:00,0.0,396.0,622.0,489.0,26.0,1533.0
2022-01-09 00:00:00+00:00,0.0,461.0,638.0,489.0,179.0,1767.0
2022-01-09 01:00:00+00:00,9.0,469.0,598.0,489.0,272.0,1837.0
2022-01-09 02:00:00+00:00,41.0,446.0,548.0,264.0,322.0,1621.0
2022-01-09 03:00:00+00:00,39.0,426.0,543.0,151.0,309.0,1468.0
2022-01-09 04:00:00+00:00,6.0,418.0,582.0,54.0,273.0,1333.0
2022-01-09 05:00:00+00:00,0.0,402.0,504.0,0.0,236.0,1142.0
2022-01-09 06:00:00+00:00,0.0,418.0,577.0,0.0,207.0,1202.0
2022-01-09 07:00:00+00:00,0.0,395.0,568.0,0.0,192.0,1155.0
2022-01-09 08:00:00+00:00,0.0,377.0,558.0,0.0,170.0,1105.0
2022-01-09 09:00:00+00:00,0.0,365.0,581.0,387.0,155.0,1488.0
2022-01-09 10:00:00+00:00,1.0,351.0,580.0,491.0,132.0,1555.0
2022-01-09 11:00:00+00:00,0.0,374.0,597.0,457.0,120.0,1548.0
2022-01-09 12:00:00+00:00,0.0,358.0,600.0,492.0,126.0,1576.0
2022-01-09 13:00:00+00:00,1.0,347.0,588.0,485.0,134.0,1555.0
2022-01-09 14:00:00+00:00,0.0,356.0,589.0,146.0,126.0,1217.0
2022-01-09 15:00:00+00:00,1.0,327.0,517.0,0.0,86.0,931.0
2022-01-09 16:00:00+00:00,10.0,340.0,517.0,0.0,129.0,996.0
2022-01-09 17:00:00+00:00,9.0,346.0,524.0,0.0,129.0,1008.0
2022-01-09 18:00:00+00:00,0.0,347.0,533.0,0.0,105.0,985.0
2022-01-09 19:00:00+00:00,0.0,349.0,581.0,150.0,76.0,1156.0
2022-01-09 20:00:00+00:00,0.0,345.0,586.0,0.0,51.0,982.0
2022-01-09 21:00:00+00:00,0.0,384.0,638.0,0.0,25.0,1047.0
2022-01-09 22:00:00+00:00,0.0,411.0,656.0,394.0,28.0,1489.0
2022-01-09 23:00:00+00:00,0.0,439.0,633.0,422.0,77.0,1571.0
2022-01-10 00:00:00+00:00,0.0,464.0,629.0,488.0,157.0,1738.0
2022-01-10 01:00:00+00:00,0.0,469.0,619.0,491.0,214.0,1793.0
2022-01-10 02:00:00+00:00,0.0,464.0,630.0,292.0,242.0,1628.0
2022-01-10 03:00:00+00:00,5.0,459.0,617.0,312.0,269.0,1662.0
2022-01-10 04:00:00+00:00,5.0,437.0,661.0,394.0,265.0,1762.0
2022-01-10 05:00:00+00:00,10.0,320.0,594.0,490.0,161.0,1575.0
2022-01-10 06:00:00+00:00,32.0,215.0,487.0,0.0,36.0,770.0
2022-01-10 07:00:00+00:00,0.0,59.0,381.0,46.0,0.0,486.0
2022-01-10 08:00:00+00:00,0.0,75.0,373.0,231.0,0.0,679.0
2022-01-10 09:00:00+00:00,0.0,117.0,430.0,488.0,0.0,1035.0
2022-01-10 10:00:00+00:00,0.0,172.0,487.0,492.0,0.0,1151.0
2022-01-10 11:00:00+00:00,0.0,170.0,501.0,492.0,0.0,1163.0
2022-01-10 12:00:00+00:00,0.0,153.0,486.0,492.0,0.0,1131.0
2022-01-10 13:00:00+00:00,0.0,153.0,500.0,492.0,0.0,1145.0
2022-01-10 14:00:00+00:00,0.0,170.0,536.0,487.0,0.0,1193.0
2022-01-10 15:00:00+00:00,0.0,214.0,550.0,409.0,0.0,1173.0
2022-01-10 16:00:00+00:00,0.0,253.0,611.0,484.0,0.0,1348.0
2022-01-10 17:00:00+00:00,0.0,259.0,567.0,71.0,0.0,897.0
2022-01-10 18:00:00+00:00,0.0,271.0,596.0,0.0,0.0,867.0
2022-01-10 19:00:00+00:00,0.0,299.0,578.0,0.0,0.0,877.0
2022-01-10 20:00:00+00:00,0.0,331.0,546.0,0.0,0.0,877.0
2022-01-10 21:00:00+00:00,0.0,385.0,519.0,0.0,1.0,905.0
2022-01-10 22:00:00+00:00,0.0,408.0,479.0,369.0,10.0,1266.0
2022-01-10 23:00:00+00:00,0.0,319.0,431.0,386.0,0.0,1136.0
2022-01-11 00:00:00+00:00,0.0,328.0,387.0,363.0,0.0,1078.0
2022-01-11 01:00:00+00:00,0.0,332.0,399.0,333.0,1.0,1065.0
2022-01-11 02:00:00+00:00,0.0,317.0,388.0,114.0,0.0,819.0
2022-01-11 03:00:00+00:00,0.0,330.0,422.0,221.0,0.0,973.0
2022-01-11 04:00:00+00:00,0.0,304.0,502.0,489.0,2.0,1297.0
2022-01-11 05:00:00+00:00,0.0,262.0,465.0,488.0,19.0,1234.0
2022-01-11 06:00:00+00:00,0.0,176.0,490.0,257.0,0.0,923.0
2022-01-11 07:00:00+00:00,0.0,55.0,416.0,431.0,0.0,902.0
2022-01-11 08:00:00+00:00,0.0,72.0,439.0,493.0,0.0,1004.0
2022-01-11 09:00:00+00:00,0.0,90.0,441.0,492.0,0.0,1023.0
2022-01-11 10:00:00+00:00,0.0,142.0,481.0,492.0,0.0,1115.0
2022-01-11 11:00:00+00:00,0.0,161.0,502.0,492.0,0.0,1155.0
2022-01-11 12:00:00+00:00,0.0,168.0,522.0,492.0,0.0,1182.0
2022-01-11 13:00:00+00:00,0.0,169.0,535.0,493.0,0.0,1197.0
2022-01-11 14:00:00+00:00,0.0,168.0,556.0,492.0,0.0,1216.0
2022-01-11 15:00:00+00:00,0.0,121.0,500.0,490.0,0.0,1111.0
2022-01-11 16:00:00+00:00,0.0,121.0,499.0,376.0,0.0,996.0
2022-01-11 17:00:00+00:00,0.0,142.0,509.0,224.0,0.0,875.0
2022-01-11 18:00:00+00:00,0.0,152.0,456.0,0.0,0.0,608.0
2022-01-11 19:00:00+00:00,0.0,173.0,466.0,0.0,0.0,639.0
2022-01-11 20:00:00+00:00,0.0,184.0,466.0,0.0,0.0,650.0
2022-01-11 21:00:00+00:00,0.0,234.0,480.0,0.0,0.0,714.0
2022-01-11 22:00:00+00:00,0.0,287.0,513.0,0.0,0.0,800.0
2022-01-11 23:00:00+00:00,0.0,249.0,438.0,1.0,0.0,688.0
2022-01-12 00:00:00+00:00,0.0,231.0,395.0,52.0,0.0,678.0
2022-01-12 01:00:00+00:00,0.0,232.0,322.0,45.0,0.0,599.0
2022-01-12 02:00:00+00:00,0.0,225.0,336.0,0.0,0.0,561.0
2022-01-12 03:00:00+00:00,0.0,206.0,415.0,0.0,0.0,621.0
2022-01-12 04:00:00+00:00,0.0,181.0,533.0,0.0,0.0,714.0
2022-01-12 05:00:00+00:00,0.0,159.0,487.0,0.0,0.0,646.0
2022-01-12 06:00:00+00:00,0.0,12.0,452.0,346.0,0.0,810.0
2022-01-12 07:00:00+00:00,0.0,0.0,442.0,102.0,0.0,544.0
2022-01-12 08:00:00+00:00,0.0,0.0,524.0,65.0,0.0,589.0
2022-01-12 09:00:00+00:00,0.0,22.0,605.0,439.0,0.0,1066.0
2022-01-12 10:00:00+00:00,0.0,31.0,634.0,492.0,0.0,1157.0
2022-01-12 11:00:00+00:00,0.0,1.0,645.0,492.0,0.0,1138.0
2022-01-12 12:00:00+00:00,0.0,0.0,614.0,492.0,0.0,1106.0
2022-01-12 13:00:00+00:00,0.0,9.0,556.0,482.0,0.0,1047.0
2022-01-12 14:00:00+00:00,0.0,56.0,425.0,360.0,0.0,841.0
2022-01-12 15:00:00+00:00,0.0,0.0,328.0,385.0,0.0,713.0
2022-01-12 16:00:00+00:00,0.0,87.0,421.0,0.0,0.0,508.0
2022-01-12 17:00:00+00:00,0.0,114.0,443.0,0.0,0.0,557.0
2022-01-12 18:00:00+00:00,0.0,142.0,469.0,0.0,0.0,611.0
2022-01-12 19:00:00+00:00,0.0,177.0,517.0,0.0,0.0,694.0
2022-01-12 20:00:00+00:00,0.0,210.0,563.0,0.0,0.0,773.0
2022-01-12 21:00:00+00:00,0.0,239.0,566.0,224.0,0.0,1029.0
2022-01-12 22:00:00+00:00,0.0,270.0,556.0,474.0,0.0,1300.0
2022-01-12 23:00:00+00:00,0.0,321.0,598.0,0.0,0.0,919.0
2022-01-13 00:00:00+00:00,0.0,339.0,615.0,0.0,0.0,954.0
2022-01-13 01:00:00+00:00,0.0,331.0,612.0,0.0,0.0,943.0
2022-01-13 02:00:00+00:00,0.0,275.0,573.0,0.0,0.0,848.0
2022-01-13 03:00:00+00:00,0.0,238.0,587.0,0.0,0.0,825.0
2022-01-13 04:00:00+00:00,0.0,157.0,464.0,50.0,0.0,671.0
2022-01-13 05:00:00+00:00,0.0,69.0,386.0,477.0,0.0,932.0
2022-01-13 06:00:00+00:00,0.0,0.0,326.0,493.0,0.0,819.0
2022-01-13 07:00:00+00:00,0.0,0.0,302.0,493.0,0.0,795.0
2022-01-13 08:00:00+00:00,0.0,0.0,307.0,493.0,0.0,800.0
2022-01-13 09:00:00+00:00,0.0,0.0,367.0,493.0,0.0,860.0
2022-01-13 10:00:00+00:00,0.0,35.0,369.0,493.0,0.0,897.0
2022-01-13 11:00:00+00:00,0.0,1.0,303.0,493.0,0.0,797.0
2022-01-13 12:00:00+00:00,0.0,0.0,240.0,493.0,0.0,733.0
2022-01-13 13:00:00+00:00,0.0,0.0,247.0,492.0,0.0,739.0
2022-01-13 14:00:00+00:00,0.0,0.0,300.0,493.0,0.0,793.0
2022-01-13 15:00:00+00:00,0.0,1.0,179.0,493.0,0.0,673.0
2022-01-13 16:00:00+00:00,0.0,63.0,393.0,485.0,0.0,941.0
2022-01-13 17:00:00+00:00,0.0,115.0,428.0,322.0,0.0,865.0
2022-01-13 18:00:00+00:00,0.0,212.0,527.0,0.0,0.0,739.0
2022-01-13 19:00:00+00:00,0.0,337.0,643.0,0.0,4.0,984.0
2022-01-13 20:00:00+00:00,0.0,353.0,652.0,0.0,0.0,1005.0
2022-01-13 21:00:00+00:00,0.0,365.0,709.0,221.0,0.0,1295.0
2022-01-13 22:00:00+00:00,0.0,395.0,705.0,480.0,0.0,1580.0
2022-01-13 23:00:00+00:00,0.0,422.0,727.0,241.0,0.0,1390.0
2022-01-14 00:00:00+00:00,0.0,434.0,723.0,63.0,15.0,1235.0
2022-01-14 01:00:00+00:00,0.0,437.0,730.0,69.0,49.0,1285.0
2022-01-14 02:00:00+00:00,0.0,442.0,753.0,0.0,105.0,1300.0
2022-01-14 03:00:00+00:00,0.0,421.0,755.0,0.0,96.0,1272.0
2022-01-14 04:00:00+00:00,0.0,381.0,715.0,66.0,83.0,1245.0
2022-01-14 05:00:00+00:00,0.0,297.0,662.0,488.0,10.0,1457.0
2022-01-14 06:00:00+00:00,0.0,182.0,580.0,443.0,0.0,1205.0
2022-01-14 07:00:00+00:00,0.0,164.0,555.0,358.0,0.0,1077.0
2022-01-14 08:00:00+00:00,0.0,259.0,622.0,237.0,2.0,1120.0
2022-01-14 09:00:00+00:00,0.0,327.0,687.0,0.0,52.0,1066.0
2022-01-14 10:00:00+00:00,0.0,345.0,691.0,0.0,61.0,1097.0
2022-01-14 11:00:00+00:00,0.0,352.0,681.0,0.0,67.0,1100.0
2022-01-14 12:00:00+00:00,0.0,351.0,664.0,0.0,77.0,1092.0
2022-01-14 13:00:00+00:00,3.0,340.0,634.0,193.0,139.0,1309.0
2022-01-14 14:00:00+00:00,1.0,338.0,638.0,492.0,150.0,1619.0
2022-01-14 15:00:00+00:00,3.0,337.0,634.0,492.0,107.0,1573.0
2022-01-14 16:00:00+00:00,0.0,367.0,676.0,493.0,74.0,1610.0
2022-01-14 17:00:00+00:00,0.0,373.0,667.0,493.0,74.0,1607.0
2022-01-14 18:00:00+00:00,0.0,376.0,678.0,493.0,69.0,1616.0
2022-01-14 19:00:00+00:00,0.0,384.0,700.0,492.0,40.0,1616.0
2022-01-14 20:00:00+00:00,0.0,369.0,684.0,493.0,22.0,1568.0
2022-01-14 21:00:00+00:00,0.0,393.0,727.0,493.0,3.0,1616.0
2022-01-14 22:00:00+00:00,0.0,415.0,753.0,492.0,2.0,1662.0
