,BY,LV,PL,SE,sum
2024-01-03 06:00:00+00:00,67.0,0.0,492.0,733.0,1292.0
2024-01-03 07:00:00+00:00,44.0,0.0,492.0,733.0,1269.0
2024-01-03 08:00:00+00:00,70.0,0.0,492.0,733.0,1295.0
2024-01-03 09:00:00+00:00,93.0,0.0,492.0,733.0,1318.0
2024-01-03 10:00:00+00:00,79.0,0.0,492.0,733.0,1304.0
2024-01-03 11:00:00+00:00,72.0,0.0,492.0,733.0,1297.0
2024-01-03 12:00:00+00:00,75.0,0.0,492.0,733.0,1300.0
2024-01-03 13:00:00+00:00,45.0,0.0,492.0,733.0,1270.0
2024-01-03 14:00:00+00:00,1.0,0.0,492.0,733.0,1226.0
2024-01-03 15:00:00+00:00,66.0,0.0,492.0,733.0,1291.0
2024-01-03 16:00:00+00:00,51.0,0.0,492.0,733.0,1276.0
2024-01-03 17:00:00+00:00,20.0,0.0,492.0,733.0,1245.0
2024-01-03 18:00:00+00:00,37.0,0.0,492.0,733.0,1262.0
2024-01-03 19:00:00+00:00,78.0,0.0,492.0,733.0,1303.0
2024-01-03 20:00:00+00:00,43.0,0.0,492.0,733.0,1268.0
2024-01-03 21:00:00+00:00,3.0,0.0,492.0,733.0,1228.0
2024-01-03 22:00:00+00:00,73.0,0.0,492.0,733.0,1298.0
2024-01-03 23:00:00+00:00,119.0,0.0,492.0,733.0,1344.0
2024-01-04 00:00:00+00:00,112.0,0.0,492.0,733.0,1337.0
2024-01-04 01:00:00+00:00,74.0,0.0,492.0,733.0,1299.0
2024-01-04 02:00:00+00:00,41.0,0.0,492.0,733.0,1266.0
2024-01-04 03:00:00+00:00,0.0,0.0,492.0,733.0,1225.0
2024-01-04 04:00:00+00:00,0.0,0.0,492.0,733.0,1225.0
2024-01-04 05:00:00+00:00,0.0,0.0,492.0,673.0,1165.0
2024-01-04 06:00:00+00:00,0.0,0.0,492.0,720.0,1212.0
2024-01-04 07:00:00+00:00,0.0,0.0,492.0,733.0,1225.0
2024-01-04 08:00:00+00:00,20.0,0.0,492.0,733.0,1245.0
2024-01-04 09:00:00+00:00,20.0,0.0,492.0,733.0,1245.0
2024-01-04 10:00:00+00:00,0.0,0.0,492.0,733.0,1225.0
2024-01-04 11:00:00+00:00,73.0,0.0,492.0,733.0,1298.0
2024-01-04 12:00:00+00:00,58.0,0.0,492.0,733.0,1283.0
2024-01-04 13:00:00+00:00,96.0,0.0,492.0,733.0,1321.0
2024-01-04 14:00:00+00:00,133.0,0.0,492.0,733.0,1358.0
2024-01-04 15:00:00+00:00,164.0,0.0,492.0,733.0,1389.0
2024-01-04 16:00:00+00:00,149.0,0.0,492.0,733.0,1374.0
2024-01-04 17:00:00+00:00,120.0,0.0,492.0,733.0,1345.0
2024-01-04 18:00:00+00:00,111.0,0.0,492.0,733.0,1336.0
2024-01-04 19:00:00+00:00,103.0,0.0,492.0,733.0,1328.0
2024-01-04 20:00:00+00:00,107.0,0.0,493.0,733.0,1333.0
2024-01-04 21:00:00+00:00,174.0,0.0,492.0,733.0,1399.0
2024-01-04 22:00:00+00:00,247.0,0.0,492.0,733.0,1472.0
2024-01-04 23:00:00+00:00,215.0,0.0,492.0,733.0,1440.0
2024-01-05 00:00:00+00:00,163.0,0.0,492.0,733.0,1388.0
2024-01-05 01:00:00+00:00,154.0,0.0,492.0,698.0,1344.0
2024-01-05 02:00:00+00:00,134.0,0.0,492.0,732.0,1358.0
2024-01-05 03:00:00+00:00,142.0,0.0,492.0,733.0,1367.0
2024-01-05 04:00:00+00:00,11.0,0.0,492.0,699.0,1202.0
2024-01-05 05:00:00+00:00,4.0,0.0,492.0,733.0,1229.0
2024-01-05 06:00:00+00:00,0.0,0.0,492.0,703.0,1195.0
2024-01-05 07:00:00+00:00,48.0,0.0,492.0,639.0,1179.0
2024-01-05 08:00:00+00:00,74.0,0.0,492.0,624.0,1190.0
2024-01-05 09:00:00+00:00,4.0,0.0,492.0,662.0,1158.0
2024-01-05 10:00:00+00:00,0.0,0.0,492.0,674.0,1166.0
2024-01-05 11:00:00+00:00,27.0,0.0,492.0,718.0,1237.0
2024-01-05 12:00:00+00:00,0.0,0.0,492.0,613.0,1105.0
2024-01-05 13:00:00+00:00,0.0,0.0,492.0,731.0,1223.0
2024-01-05 14:00:00+00:00,0.0,0.0,492.0,722.0,1214.0
2024-01-05 15:00:00+00:00,0.0,0.0,492.0,728.0,1220.0
2024-01-05 16:00:00+00:00,0.0,0.0,492.0,676.0,1168.0
2024-01-05 17:00:00+00:00,0.0,0.0,491.0,674.0,1165.0
2024-01-05 18:00:00+00:00,0.0,0.0,415.0,733.0,1148.0
2024-01-05 19:00:00+00:00,0.0,0.0,317.0,733.0,1050.0
2024-01-05 20:00:00+00:00,7.0,0.0,427.0,733.0,1167.0
2024-01-05 21:00:00+00:00,10.0,0.0,446.0,716.0,1172.0
2024-01-05 22:00:00+00:00,4.0,0.0,453.0,730.0,1187.0
2024-01-05 23:00:00+00:00,10.0,0.0,490.0,733.0,1233.0
2024-01-06 00:00:00+00:00,8.0,0.0,482.0,733.0,1223.0
2024-01-06 01:00:00+00:00,25.0,0.0,471.0,728.0,1224.0
2024-01-06 02:00:00+00:00,0.0,0.0,488.0,712.0,1200.0
2024-01-06 03:00:00+00:00,0.0,0.0,491.0,733.0,1224.0
2024-01-06 04:00:00+00:00,0.0,0.0,491.0,733.0,1224.0
2024-01-06 05:00:00+00:00,0.0,0.0,491.0,732.0,1223.0
2024-01-06 06:00:00+00:00,0.0,0.0,491.0,676.0,1167.0
2024-01-06 07:00:00+00:00,0.0,0.0,491.0,732.0,1223.0
2024-01-06 08:00:00+00:00,63.0,0.0,491.0,733.0,1287.0
2024-01-06 09:00:00+00:00,32.0,0.0,491.0,733.0,1256.0
2024-01-06 10:00:00+00:00,17.0,0.0,491.0,733.0,1241.0
2024-01-06 11:00:00+00:00,62.0,0.0,491.0,733.0,1286.0
2024-01-06 12:00:00+00:00,71.0,0.0,491.0,733.0,1295.0
2024-01-06 13:00:00+00:00,53.0,0.0,491.0,733.0,1277.0
2024-01-06 14:00:00+00:00,30.0,0.0,491.0,733.0,1254.0
2024-01-06 15:00:00+00:00,33.0,0.0,491.0,733.0,1257.0
2024-01-06 16:00:00+00:00,70.0,0.0,491.0,699.0,1260.0
2024-01-06 17:00:00+00:00,18.0,0.0,491.0,720.0,1229.0
2024-01-06 18:00:00+00:00,0.0,0.0,491.0,725.0,1216.0
2024-01-06 19:00:00+00:00,47.0,0.0,484.0,731.0,1262.0
2024-01-06 20:00:00+00:00,73.0,0.0,492.0,716.0,1281.0
2024-01-06 21:00:00+00:00,84.0,0.0,492.0,723.0,1299.0
2024-01-06 22:00:00+00:00,54.0,0.0,492.0,710.0,1256.0
2024-01-06 23:00:00+00:00,183.0,0.0,492.0,715.0,1390.0
2024-01-07 00:00:00+00:00,259.0,0.0,492.0,678.0,1429.0
2024-01-07 01:00:00+00:00,239.0,0.0,492.0,730.0,1461.0
2024-01-07 02:00:00+00:00,218.0,0.0,492.0,732.0,1442.0
2024-01-07 03:00:00+00:00,249.0,0.0,492.0,733.0,1474.0
2024-01-07 04:00:00+00:00,256.0,0.0,492.0,733.0,1481.0
2024-01-07 05:00:00+00:00,237.0,0.0,492.0,733.0,1462.0
2024-01-07 06:00:00+00:00,160.0,0.0,492.0,733.0,1385.0
2024-01-07 07:00:00+00:00,213.0,0.0,492.0,733.0,1438.0
2024-01-07 08:00:00+00:00,273.0,0.0,492.0,733.0,1498.0
2024-01-07 09:00:00+00:00,321.0,0.0,492.0,733.0,1546.0
2024-01-07 10:00:00+00:00,308.0,0.0,492.0,733.0,1533.0
2024-01-07 11:00:00+00:00,341.0,0.0,492.0,733.0,1566.0
2024-01-07 12:00:00+00:00,328.0,0.0,492.0,733.0,1553.0
2024-01-07 13:00:00+00:00,336.0,0.0,492.0,733.0,1561.0
2024-01-07 14:00:00+00:00,311.0,0.0,492.0,733.0,1536.0
2024-01-07 15:00:00+00:00,349.0,0.0,492.0,733.0,1574.0
2024-01-07 16:00:00+00:00,366.0,0.0,492.0,733.0,1591.0
2024-01-07 17:00:00+00:00,409.0,0.0,492.0,733.0,1634.0
2024-01-07 18:00:00+00:00,403.0,0.0,305.0,733.0,1441.0
2024-01-07 19:00:00+00:00,396.0,0.0,487.0,733.0,1616.0
2024-01-07 20:00:00+00:00,458.0,0.0,494.0,733.0,1685.0
2024-01-07 21:00:00+00:00,416.0,0.0,494.0,733.0,1643.0
2024-01-07 22:00:00+00:00,413.0,0.0,494.0,684.0,1591.0
2024-01-07 23:00:00+00:00,410.0,0.0,494.0,733.0,1637.0
2024-01-08 00:00:00+00:00,446.0,18.0,494.0,733.0,1691.0
2024-01-08 01:00:00+00:00,445.0,88.0,477.0,728.0,1738.0
2024-01-08 02:00:00+00:00,443.0,89.0,492.0,733.0,1757.0
2024-01-08 03:00:00+00:00,429.0,214.0,492.0,733.0,1868.0
2024-01-08 04:00:00+00:00,419.0,119.0,492.0,733.0,1763.0
2024-01-08 05:00:00+00:00,364.0,0.0,469.0,727.0,1560.0
2024-01-08 06:00:00+00:00,313.0,0.0,492.0,532.0,1337.0
2024-01-08 07:00:00+00:00,282.0,0.0,492.0,709.0,1483.0
2024-01-08 08:00:00+00:00,292.0,0.0,492.0,724.0,1508.0
2024-01-08 09:00:00+00:00,266.0,0.0,492.0,733.0,1491.0
2024-01-08 10:00:00+00:00,218.0,0.0,492.0,685.0,1395.0
2024-01-08 11:00:00+00:00,238.0,0.0,492.0,716.0,1446.0
2024-01-08 12:00:00+00:00,172.0,0.0,492.0,716.0,1380.0
2024-01-08 13:00:00+00:00,261.0,0.0,492.0,701.0,1454.0
2024-01-08 14:00:00+00:00,236.0,0.0,426.0,697.0,1359.0
2024-01-08 15:00:00+00:00,260.0,0.0,292.0,657.0,1209.0
2024-01-08 16:00:00+00:00,265.0,47.0,199.0,445.0,956.0
2024-01-08 17:00:00+00:00,270.0,236.0,194.0,83.0,783.0
2024-01-08 18:00:00+00:00,270.0,215.0,0.0,351.0,836.0
2024-01-08 19:00:00+00:00,328.0,260.0,0.0,348.0,936.0
2024-01-08 20:00:00+00:00,389.0,250.0,0.0,586.0,1225.0
2024-01-08 21:00:00+00:00,416.0,415.0,0.0,232.0,1063.0
2024-01-08 22:00:00+00:00,366.0,345.0,0.0,548.0,1259.0
2024-01-08 23:00:00+00:00,339.0,137.0,5.0,730.0,1211.0
2024-01-09 00:00:00+00:00,342.0,180.0,228.0,732.0,1482.0
2024-01-09 01:00:00+00:00,366.0,498.0,1.0,732.0,1597.0
2024-01-09 02:00:00+00:00,357.0,492.0,53.0,733.0,1635.0
2024-01-09 03:00:00+00:00,301.0,495.0,217.0,733.0,1746.0
2024-01-09 04:00:00+00:00,369.0,427.0,0.0,733.0,1529.0
2024-01-09 05:00:00+00:00,335.0,243.0,0.0,729.0,1307.0
2024-01-09 06:00:00+00:00,318.0,223.0,143.0,436.0,1120.0
2024-01-09 07:00:00+00:00,368.0,237.0,2.0,466.0,1073.0
2024-01-09 08:00:00+00:00,312.0,113.0,156.0,431.0,1012.0
2024-01-09 09:00:00+00:00,309.0,128.0,165.0,456.0,1058.0
2024-01-09 10:00:00+00:00,368.0,147.0,2.0,625.0,1142.0
2024-01-09 11:00:00+00:00,370.0,117.0,51.0,452.0,990.0
2024-01-09 12:00:00+00:00,388.0,212.0,0.0,489.0,1089.0
2024-01-09 13:00:00+00:00,411.0,196.0,0.0,677.0,1284.0
2024-01-09 14:00:00+00:00,371.0,226.0,0.0,640.0,1237.0
2024-01-09 15:00:00+00:00,359.0,215.0,0.0,653.0,1227.0
2024-01-09 16:00:00+00:00,368.0,314.0,0.0,402.0,1084.0
2024-01-09 17:00:00+00:00,352.0,420.0,0.0,296.0,1068.0
2024-01-09 18:00:00+00:00,285.0,511.0,0.0,190.0,986.0
2024-01-09 19:00:00+00:00,306.0,549.0,0.0,2.0,857.0
2024-01-09 20:00:00+00:00,312.0,483.0,0.0,92.0,887.0
2024-01-09 21:00:00+00:00,350.0,615.0,0.0,79.0,1044.0
2024-01-09 22:00:00+00:00,380.0,666.0,0.0,0.0,1046.0
2024-01-09 23:00:00+00:00,347.0,321.0,0.0,300.0,968.0
2024-01-10 00:00:00+00:00,401.0,334.0,0.0,234.0,969.0
2024-01-10 01:00:00+00:00,399.0,439.0,0.0,141.0,979.0
2024-01-10 02:00:00+00:00,393.0,490.0,0.0,178.0,1061.0
2024-01-10 03:00:00+00:00,375.0,485.0,0.0,245.0,1105.0
2024-01-10 04:00:00+00:00,389.0,215.0,0.0,671.0,1275.0
2024-01-10 05:00:00+00:00,397.0,49.0,0.0,721.0,1167.0
2024-01-10 06:00:00+00:00,395.0,18.0,0.0,598.0,1011.0
2024-01-10 07:00:00+00:00,339.0,0.0,1.0,261.0,601.0
2024-01-10 08:00:00+00:00,369.0,0.0,147.0,271.0,787.0
2024-01-10 09:00:00+00:00,388.0,7.0,3.0,575.0,973.0
2024-01-10 10:00:00+00:00,374.0,65.0,204.0,323.0,966.0
2024-01-10 11:00:00+00:00,409.0,52.0,143.0,380.0,984.0
2024-01-10 12:00:00+00:00,449.0,104.0,0.0,647.0,1200.0
2024-01-10 13:00:00+00:00,449.0,128.0,0.0,581.0,1158.0
2024-01-10 14:00:00+00:00,433.0,167.0,0.0,614.0,1214.0
2024-01-10 15:00:00+00:00,436.0,211.0,0.0,309.0,956.0
2024-01-10 16:00:00+00:00,412.0,284.0,0.0,187.0,883.0
2024-01-10 17:00:00+00:00,381.0,332.0,0.0,103.0,816.0
2024-01-10 18:00:00+00:00,340.0,440.0,0.0,54.0,834.0
2024-01-10 19:00:00+00:00,355.0,426.0,0.0,123.0,904.0
2024-01-10 20:00:00+00:00,407.0,373.0,0.0,319.0,1099.0
2024-01-10 21:00:00+00:00,356.0,370.0,0.0,292.0,1018.0
2024-01-10 22:00:00+00:00,384.0,387.0,0.0,506.0,1277.0
2024-01-10 23:00:00+00:00,419.0,523.0,0.0,597.0,1539.0
2024-01-11 00:00:00+00:00,365.0,465.0,0.0,721.0,1551.0
2024-01-11 01:00:00+00:00,375.0,437.0,0.0,684.0,1496.0
2024-01-11 02:00:00+00:00,305.0,497.0,0.0,669.0,1471.0
2024-01-11 03:00:00+00:00,288.0,472.0,0.0,652.0,1412.0
2024-01-11 04:00:00+00:00,329.0,306.0,0.0,641.0,1276.0
2024-01-11 05:00:00+00:00,348.0,239.0,0.0,557.0,1144.0
2024-01-11 06:00:00+00:00,325.0,244.0,0.0,297.0,866.0
2024-01-11 07:00:00+00:00,346.0,266.0,0.0,189.0,801.0
2024-01-11 08:00:00+00:00,325.0,242.0,0.0,259.0,826.0
2024-01-11 09:00:00+00:00,302.0,224.0,0.0,287.0,813.0
2024-01-11 10:00:00+00:00,310.0,249.0,0.0,196.0,755.0
2024-01-11 11:00:00+00:00,219.0,0.0,0.0,432.0,651.0
2024-01-11 12:00:00+00:00,228.0,0.0,0.0,508.0,736.0
2024-01-11 13:00:00+00:00,75.0,0.0,127.0,518.0,720.0
2024-01-11 14:00:00+00:00,32.0,0.0,480.0,404.0,916.0
2024-01-11 15:00:00+00:00,10.0,0.0,432.0,675.0,1117.0
2024-01-11 16:00:00+00:00,0.0,0.0,448.0,713.0,1161.0
2024-01-11 17:00:00+00:00,0.0,0.0,491.0,658.0,1149.0
2024-01-11 18:00:00+00:00,0.0,0.0,440.0,659.0,1099.0
2024-01-11 19:00:00+00:00,0.0,0.0,289.0,694.0,983.0
2024-01-11 20:00:00+00:00,49.0,0.0,215.0,493.0,757.0
2024-01-11 21:00:00+00:00,213.0,259.0,1.0,382.0,855.0
2024-01-11 22:00:00+00:00,346.0,282.0,0.0,645.0,1273.0
2024-01-11 23:00:00+00:00,151.0,0.0,282.0,679.0,1112.0
2024-01-12 00:00:00+00:00,200.0,37.0,299.0,690.0,1226.0
2024-01-12 01:00:00+00:00,201.0,107.0,278.0,681.0,1267.0
2024-01-12 02:00:00+00:00,204.0,273.0,161.0,705.0,1343.0
2024-01-12 03:00:00+00:00,164.0,284.0,1.0,709.0,1158.0
2024-01-12 04:00:00+00:00,191.0,165.0,102.0,688.0,1146.0
2024-01-12 05:00:00+00:00,242.0,71.0,59.0,719.0,1091.0
2024-01-12 06:00:00+00:00,208.0,0.0,296.0,601.0,1105.0
2024-01-12 07:00:00+00:00,114.0,0.0,305.0,692.0,1111.0
2024-01-12 08:00:00+00:00,165.0,0.0,8.0,723.0,896.0
2024-01-12 09:00:00+00:00,61.0,0.0,139.0,720.0,920.0
2024-01-12 10:00:00+00:00,56.0,0.0,56.0,731.0,843.0
2024-01-12 11:00:00+00:00,61.0,0.0,1.0,725.0,787.0
2024-01-12 12:00:00+00:00,0.0,0.0,305.0,721.0,1026.0
2024-01-12 13:00:00+00:00,0.0,0.0,363.0,720.0,1083.0
2024-01-12 14:00:00+00:00,0.0,0.0,490.0,718.0,1208.0
2024-01-12 15:00:00+00:00,0.0,0.0,487.0,728.0,1215.0
2024-01-12 16:00:00+00:00,0.0,0.0,443.0,730.0,1173.0
2024-01-12 17:00:00+00:00,0.0,0.0,446.0,666.0,1112.0
2024-01-12 18:00:00+00:00,0.0,0.0,394.0,655.0,1049.0
2024-01-12 19:00:00+00:00,0.0,0.0,203.0,686.0,889.0
2024-01-12 20:00:00+00:00,0.0,0.0,208.0,619.0,827.0
2024-01-12 21:00:00+00:00,109.0,0.0,158.0,443.0,710.0
2024-01-12 22:00:00+00:00,270.0,205.0,1.0,443.0,919.0
2024-01-12 23:00:00+00:00,324.0,490.0,0.0,149.0,963.0
2024-01-13 00:00:00+00:00,295.0,473.0,0.0,269.0,1037.0
2024-01-13 01:00:00+00:00,314.0,556.0,0.0,507.0,1377.0
2024-01-13 02:00:00+00:00,269.0,623.0,0.0,616.0,1508.0
2024-01-13 03:00:00+00:00,241.0,669.0,0.0,732.0,1642.0
2024-01-13 04:00:00+00:00,228.0,711.0,0.0,732.0,1671.0
2024-01-13 05:00:00+00:00,207.0,798.0,0.0,732.0,1737.0
2024-01-13 06:00:00+00:00,244.0,769.0,0.0,733.0,1746.0
2024-01-13 07:00:00+00:00,243.0,684.0,0.0,733.0,1660.0
2024-01-13 08:00:00+00:00,280.0,688.0,0.0,733.0,1701.0
2024-01-13 09:00:00+00:00,266.0,653.0,0.0,731.0,1650.0
2024-01-13 10:00:00+00:00,268.0,655.0,0.0,696.0,1619.0
2024-01-13 11:00:00+00:00,247.0,489.0,0.0,730.0,1466.0
2024-01-13 12:00:00+00:00,250.0,521.0,0.0,678.0,1449.0
2024-01-13 13:00:00+00:00,253.0,457.0,0.0,732.0,1442.0
2024-01-13 14:00:00+00:00,218.0,403.0,0.0,733.0,1354.0
2024-01-13 15:00:00+00:00,264.0,372.0,0.0,732.0,1368.0
2024-01-13 16:00:00+00:00,275.0,388.0,0.0,711.0,1374.0
2024-01-13 17:00:00+00:00,256.0,316.0,0.0,733.0,1305.0
2024-01-13 18:00:00+00:00,239.0,236.0,0.0,719.0,1194.0
2024-01-13 19:00:00+00:00,149.0,59.0,0.0,655.0,863.0
2024-01-13 20:00:00+00:00,127.0,0.0,0.0,679.0,806.0
2024-01-13 21:00:00+00:00,119.0,0.0,0.0,694.0,813.0
2024-01-13 22:00:00+00:00,164.0,138.0,0.0,682.0,984.0
2024-01-13 23:00:00+00:00,227.0,382.0,0.0,584.0,1193.0
2024-01-14 00:00:00+00:00,218.0,426.0,0.0,664.0,1308.0
2024-01-14 01:00:00+00:00,213.0,434.0,0.0,732.0,1379.0
2024-01-14 02:00:00+00:00,170.0,430.0,3.0,733.0,1336.0
2024-01-14 03:00:00+00:00,88.0,313.0,190.0,733.0,1324.0
2024-01-14 04:00:00+00:00,9.0,129.0,124.0,731.0,993.0
2024-01-14 05:00:00+00:00,0.0,61.0,311.0,733.0,1105.0
2024-01-14 06:00:00+00:00,5.0,61.0,350.0,733.0,1149.0
2024-01-14 07:00:00+00:00,67.0,128.0,351.0,733.0,1279.0
2024-01-14 08:00:00+00:00,122.0,149.0,343.0,733.0,1347.0
2024-01-14 09:00:00+00:00,162.0,195.0,293.0,733.0,1383.0
2024-01-14 10:00:00+00:00,174.0,152.0,300.0,733.0,1359.0
2024-01-14 11:00:00+00:00,172.0,110.0,300.0,733.0,1315.0
2024-01-14 12:00:00+00:00,161.0,112.0,295.0,729.0,1297.0
2024-01-14 13:00:00+00:00,176.0,156.0,228.0,717.0,1277.0
2024-01-14 14:00:00+00:00,240.0,190.0,174.0,727.0,1331.0
2024-01-14 15:00:00+00:00,278.0,359.0,4.0,731.0,1372.0
2024-01-14 16:00:00+00:00,320.0,534.0,0.0,733.0,1587.0
2024-01-14 17:00:00+00:00,268.0,553.0,0.0,733.0,1554.0
2024-01-14 18:00:00+00:00,272.0,598.0,0.0,733.0,1603.0
2024-01-14 19:00:00+00:00,245.0,518.0,0.0,733.0,1496.0
2024-01-14 20:00:00+00:00,173.0,150.0,146.0,657.0,1126.0
2024-01-14 21:00:00+00:00,214.0,403.0,57.0,310.0,984.0
2024-01-14 22:00:00+00:00,239.0,390.0,4.0,368.0,1001.0
2024-01-14 23:00:00+00:00,143.0,150.0,453.0,507.0,1253.0
2024-01-15 00:00:00+00:00,175.0,157.0,251.0,690.0,1273.0
2024-01-15 01:00:00+00:00,190.0,212.0,400.0,689.0,1491.0
2024-01-15 02:00:00+00:00,172.0,227.0,401.0,687.0,1487.0
2024-01-15 03:00:00+00:00,143.0,165.0,463.0,731.0,1502.0
2024-01-15 04:00:00+00:00,93.0,0.0,477.0,733.0,1303.0
2024-01-15 05:00:00+00:00,117.0,0.0,491.0,733.0,1341.0
2024-01-15 06:00:00+00:00,34.0,0.0,491.0,733.0,1258.0
2024-01-15 07:00:00+00:00,0.0,0.0,491.0,733.0,1224.0
2024-01-15 08:00:00+00:00,0.0,0.0,491.0,733.0,1224.0
2024-01-15 09:00:00+00:00,0.0,0.0,478.0,733.0,1211.0
2024-01-15 10:00:00+00:00,2.0,0.0,492.0,733.0,1227.0
2024-01-15 11:00:00+00:00,0.0,0.0,492.0,733.0,1225.0
2024-01-15 12:00:00+00:00,0.0,0.0,492.0,733.0,1225.0
2024-01-15 13:00:00+00:00,0.0,0.0,491.0,710.0,1201.0
2024-01-15 14:00:00+00:00,11.0,0.0,453.0,732.0,1196.0
2024-01-15 15:00:00+00:00,7.0,0.0,492.0,732.0,1231.0
2024-01-15 16:00:00+00:00,15.0,0.0,492.0,688.0,1195.0
2024-01-15 17:00:00+00:00,0.0,0.0,492.0,731.0,1223.0
2024-01-15 18:00:00+00:00,0.0,0.0,488.0,722.0,1210.0
2024-01-15 19:00:00+00:00,0.0,0.0,249.0,733.0,982.0
2024-01-15 20:00:00+00:00,41.0,107.0,262.0,727.0,1137.0
2024-01-15 21:00:00+00:00,81.0,117.0,69.0,719.0,986.0
2024-01-15 22:00:00+00:00,10.0,38.0,214.0,494.0,756.0
2024-01-15 23:00:00+00:00,46.0,0.0,243.0,542.0,831.0
2024-01-16 00:00:00+00:00,120.0,48.0,89.0,433.0,690.0
2024-01-16 01:00:00+00:00,159.0,164.0,5.0,443.0,771.0
2024-01-16 02:00:00+00:00,61.0,225.0,330.0,165.0,781.0
2024-01-16 03:00:00+00:00,0.0,0.0,473.0,492.0,965.0
2024-01-16 04:00:00+00:00,0.0,0.0,438.0,724.0,1162.0
2024-01-16 05:00:00+00:00,77.0,0.0,223.0,413.0,713.0
2024-01-16 06:00:00+00:00,140.0,0.0,484.0,0.0,624.0
2024-01-16 07:00:00+00:00,111.0,25.0,492.0,0.0,628.0
2024-01-16 08:00:00+00:00,75.0,0.0,492.0,0.0,567.0
